state_abb,county_name,votes_all,dem_margin
NE,BURT,3665,-0.45
NE,BUTLER,4607,-0.59
NE,CASS,15830,-0.37
NE,CEDAR,4938,-0.7
NE,CHASE,1868,-0.77
NE,CHERRY,3078,-0.76
NE,CHEYENNE,4552,-0.64
NE,CLAY,3319,-0.63
NE,COLFAX,3519,-0.51
NE,CUMING,4457,-0.6
NE,CUSTER,5909,-0.72
NE,DAKOTA,6138,-0.3
NE,DAWES,3889,-0.47
NE,DAWSON,8522,-0.49
NE,DEUEL,1014,-0.68
NE,DIXON,2904,-0.59
NE,DODGE,16508,-0.32
NE,DOUGLAS,275145,0.1
NE,DUNDY,931,-0.79
NE,FILLMORE,3024,-0.55
NE,FRANKLIN,1605,-0.69
NE,FRONTIER,1413,-0.73
NE,FURNAS,2419,-0.7
NE,GAGE,10965,-0.39
NE,GARDEN,1120,-0.7
NE,GARFIELD,1017,-0.76
NE,GOSPER,1123,-0.63
NE,GRANT,366,-0.92
NE,GREELEY,1235,-0.68
NE,HALL,22901,-0.38
NE,HAMILTON,5573,-0.6
NE,HARLAN,1805,-0.68
NE,HAYES,494,-0.92
NE,HITCHCOCK,1439,-0.78
NE,HOLT,5458,-0.74
NE,HOOKER,427,-0.74
NE,HOWARD,3566,-0.62
NE,JEFFERSON,3639,-0.45
NE,JOHNSON,2163,-0.4
NE,KEARNEY,3615,-0.58
NE,KEITH,4209,-0.64
NE,KEYA PAHA,545,-0.84
NE,KIMBALL,1722,-0.67
NE,KNOX,4448,-0.63
NE,LANCASTER,158734,0.04
NE,LINCOLN,16530,-0.55
NE,LOGAN,442,-0.87
NE,LOUP,428,-0.66
NE,MCPHERSON,284,-0.9
NE,MADISON,15747,-0.56
NE,MERRICK,4368,-0.65
NE,MORRILL,2430,-0.68
NE,NANCE,1844,-0.6
NE,NEMAHA,3439,-0.44
NE,NUCKOLLS,2262,-0.64
NE,OTOE,8227,-0.39
NE,PAWNEE,1385,-0.58
NE,PERKINS,1432,-0.72
NE,PHELPS,4986,-0.68
NE,PIERCE,3910,-0.76
NE,PLATTE,15736,-0.58
NE,POLK,2829,-0.63
NE,RED WILLOW,5339,-0.68
NE,RICHARDSON,3962,-0.51
NE,ROCK,835,-0.79
NE,SALINE,5671,-0.33
NE,SARPY,101299,-0.12
NE,SAUNDERS,13622,-0.46
NE,SCOTTS BLUFF,15095,-0.48
NE,SEWARD,9240,-0.46
NE,SHERIDAN,2497,-0.7
NE,SHERMAN,1692,-0.6
NE,SIOUX,680,-0.76
NE,STANTON,3076,-0.66
NE,THAYER,2863,-0.61
NE,THOMAS,393,-0.77
NE,THURSTON,2123,-0.07
NE,VALLEY,2301,-0.64
NE,WASHINGTON,12607,-0.42
NE,WAYNE,4106,-0.49
NE,WEBSTER,1765,-0.65
NE,WHEELER,486,-0.76
NE,YORK,7020,-0.51
NV,CHURCHILL,13503,-0.5
NV,CLARK,1031223,0.03
NV,DOUGLAS,35556,-0.33
NV,ELKO,22465,-0.57
NV,ESMERALDA,461,-0.66
NV,EUREKA,1036,-0.78
NV,HUMBOLDT,8030,-0.55
NV,LANDER,2725,-0.62
NV,LINCOLN,2472,-0.73
NV,LYON,33541,-0.44
NV,MINERAL,2295,-0.36
NV,NYE,26997,-0.42
NV,PERSHING,2308,-0.55
NV,STOREY,3075,-0.39
NV,WASHOE,263734,0.01
NV,WHITE PINE,4351,-0.57
NV,CARSON CITY CITY,31068,-0.11
NH,BELKNAP,40708,-0.13
NH,CARROLL,34658,-0.02
NH,CHESHIRE,45389,0.1
NH,COOS,17322,-0.14
NH,GRAFTON,55895,0.2
NH,HILLSBOROUGH,234441,0.03
NH,MERRIMACK,92993,0.05
NH,ROCKINGHAM,202930,-0.02
NH,STRAFFORD,76700,0.12
NH,SULLIVAN,25221,-0.01
NJ,ATLANTIC,130209,-0.03
NJ,BERGEN,460685,0.03
NJ,BURLINGTON,230183,0.17
NJ,CAMDEN,247786,0.27
NJ,CAPE MAY,54786,-0.19
NJ,CUMBERLAND,55952,-0.04
NJ,ESSEX,313950,0.45
NJ,GLOUCESTER,165263,-0.03
NJ,HUDSON,232232,0.28
NJ,HUNTERDON,81271,-0.07
NJ,MERCER,163779,0.34
NJ,MIDDLESEX,366639,0.08
NJ,MONMOUTH,361596,-0.11
NJ,MORRIS,286066,-0.03
NJ,OCEAN,338035,-0.36
NJ,PASSAIC,203353,-0.03
NJ,SALEM,31085,-0.19
NJ,SOMERSET,178343,0.14
NJ,SUSSEX,84917,-0.25
NJ,UNION,241923,0.24
NJ,WARREN,60356,-0.21
NM,BERNALILLO,310844,0.21
NM,CATRON,2357,-0.5
NM,CHAVES,22200,-0.45
NM,CIBOLA,8977,0.02
NM,COLFAX,5813,-0.14
NM,CURRY,15223,-0.43
NM,DE BACA,874,-0.51
NM,DONA ANA,85407,0.1
NM,EDDY,23472,-0.56
NM,GRANT,14224,0.05
NM,GUADALUPE,1938,0.01
NM,HARDING,431,-0.39
NM,HIDALGO,1862,-0.23
NM,LEA,21209,-0.62
NM,LINCOLN,10165,-0.39
NM,LOS ALAMOS,12187,0.3
NM,LUNA,8056,-0.19
NM,MCKINLEY,25867,0.24
NM,MORA,2487,0.17
NM,OTERO,24242,-0.27
NM,QUAY,3704,-0.41
NM,RIO ARRIBA,15989,0.19
NM,ROOSEVELT,6639,-0.43
NM,SANDOVAL,79540,0.06
NM,SAN JUAN,52926,-0.32
NM,SAN MIGUEL,11108,0.28
NM,SANTA FE,83719,0.49
NM,SIERRA,5953,-0.19
NM,SOCORRO,7233,-0.04
NM,TAOS,16636,0.47
NM,TORRANCE,7179,-0.38
NM,UNION,1665,-0.52
NM,VALENCIA,33277,-0.16
NY,ALBANY,149677,0.25
NY,ALLEGANY,20451,-0.42
NY,BRONX,364061,0.45
NY,BROOME,91034,0
NY,CATTARAUGUS,34107,-0.33
NY,CAYUGA,36517,-0.13
NY,CHAUTAUQUA,57046,-0.22
NY,CHEMUNG,37560,-0.17
NY,CHENANGO,22655,-0.27
NY,CLINTON,35817,-0.02
NY,COLUMBIA,35897,0.14
NY,CORTLAND,22063,-0.06
NY,DELAWARE,23260,-0.2
NY,DUTCHESS,153413,0.05
NY,ERIE,459926,0.1
NY,ESSEX,19236,0
NY,FRANKLIN,19458,-0.09
NY,FULTON,24053,-0.36
NY,GENESEE,28444,-0.34
NY,GREENE,25440,-0.17
NY,HAMILTON,3439,-0.29
NY,HERKIMER,28857,-0.36
NY,JEFFERSON,43076,-0.23
NY,KINGS,853744,0.43
NY,LEWIS,13032,-0.44
NY,LIVINGSTON,31035,-0.21
NY,MADISON,34019,-0.13
NY,MONROE,364781,0.19
NY,MONTGOMERY,20788,-0.29
NY,NASSAU,715715,-0.04
NY,NEW YORK,660633,0.64
NY,NIAGARA,102918,-0.15
NY,ONEIDA,100814,-0.21
NY,ONONDAGA,229942,0.17
NY,ONTARIO,60352,-0.01
NY,ORANGE,175660,-0.08
NY,ORLEANS,18071,-0.4
NY,OSWEGO,54163,-0.24
NY,OTSEGO,28592,-0.08
NY,PUTNAM,56014,-0.14
NY,QUEENS,715964,0.24
NY,RENSSELAER,79154,0.01
NY,RICHMOND,200558,-0.29
NY,ROCKLAND,150825,-0.12
NY,ST. LAWRENCE,44168,-0.18
NY,SARATOGA,130812,0.02
NY,SCHENECTADY,72610,0.11
NY,SCHOHARIE,16112,-0.3
NY,SCHUYLER,9532,-0.21
NY,SENECA,15105,-0.12
NY,STEUBEN,45575,-0.31
NY,SUFFOLK,765947,-0.1
NY,SULLIVAN,35062,-0.17
NY,TIOGA,24559,-0.23
NY,TOMPKINS,46902,0.5
NY,ULSTER,99172,0.18
NY,WARREN,36075,-0.04
NY,WASHINGTON,28716,-0.21
NY,WAYNE,44668,-0.23
NY,WESTCHESTER,457838,0.26
NY,WYOMING,19166,-0.48
NY,YATES,10609,-0.16
NC,ALAMANCE,89831,-0.08
NC,ALEXANDER,20677,-0.6
NC,ALLEGHANY,6496,-0.52
NC,ANSON,10875,-0.02
NC,ASHE,16253,-0.44
NC,AVERY,9489,-0.52
NC,BEAUFORT,26572,-0.31
NC,BERTIE,9186,0.16
NC,BLADEN,16764,-0.2
NC,BRUNSWICK,109378,-0.25
NC,BUNCOMBE,160510,0.25
NC,BURKE,45847,-0.41
NC,CABARRUS,120202,-0.08
NC,CALDWELL,43540,-0.52
NC,CAMDEN,6304,-0.51
NC,CARTERET,45817,-0.43
NC,CASWELL,12040,-0.25
NC,CATAWBA,87109,-0.38
NC,CHATHAM,52301,0.13
NC,CHEROKEE,17824,-0.57
NC,CHOWAN,7552,-0.22
NC,CLAY,7728,-0.5
NC,CLEVELAND,51706,-0.35
NC,COLUMBUS,26402,-0.34
NC,CRAVEN,56173,-0.2
NC,CUMBERLAND,140513,0.13
NC,CURRITUCK,18053,-0.48
NC,DARE,25196,-0.19
NC,DAVIDSON,93452,-0.47
NC,DAVIE,26850,-0.46
NC,DUPLIN,22898,-0.29
NC,DURHAM,180912,0.62
NC,EDGECOMBE,24448,0.23
NC,FORSYTH,204726,0.13
NC,FRANKLIN,42667,-0.13
NC,GASTON,119256,-0.25
NC,GATES,5868,-0.22
NC,GRAHAM,4779,-0.64
NC,GRANVILLE,32104,-0.09
NC,GREENE,8450,-0.18
NC,GUILFORD,285053,0.22
NC,HALIFAX,23965,0.18
NC,HARNETT,63757,-0.25
NC,HAYWOOD,37851,-0.25
NC,HENDERSON,69974,-0.14
NC,HERTFORD,9843,0.27
NC,HOKE,22767,0.06
NC,HYDE,2421,-0.22
NC,IREDELL,110875,-0.33
NC,JACKSON,21942,-0.09
NC,JOHNSTON,124678,-0.21
NC,JONES,5463,-0.26
NC,LEE,30081,-0.17
NC,LENOIR,27503,-0.07
NC,LINCOLN,55582,-0.46
NC,MCDOWELL,23655,-0.49
NC,MACON,21934,-0.38
NC,MADISON,13621,-0.23
NC,MARTIN,12040,-0.1
NC,MECKLENBURG,577505,0.33
NC,MITCHELL,8842,-0.56
NC,MONTGOMERY,13206,-0.38
NC,MOORE,61790,-0.29
NC,NASH,52471,-0.02
NC,NEW HANOVER,138734,0.01
NC,NORTHAMPTON,9215,0.14
NC,ONSLOW,81681,-0.36
NC,ORANGE,87807,0.51
NC,PAMLICO,7976,-0.32
NC,PASQUOTANK,20343,-0.05
NC,PENDER,38909,-0.35
NC,PERQUIMANS,7666,-0.39
NC,PERSON,22036,-0.24
NC,PITT,87130,0.06
NC,POLK,13068,-0.25
NC,RANDOLPH,76008,-0.57
NC,RICHMOND,19873,-0.21
NC,ROBESON,46770,-0.28
NC,ROCKINGHAM,49595,-0.36
NC,ROWAN,75394,-0.36
NC,RUTHERFORD,34670,-0.48
NC,SAMPSON,28201,-0.3
NC,SCOTLAND,14626,-0.07
NC,STANLY,36714,-0.51
NC,STOKES,27175,-0.59
NC,SURRY,37508,-0.53
NC,SWAIN,7052,-0.24
NC,TRANSYLVANIA,20780,-0.12
NC,TYRRELL,1757,-0.22
NC,UNION,139355,-0.25
NC,VANCE,20092,0.13
NC,WAKE,653580,0.26
NC,WARREN,10013,0.19
NC,WASHINGTON,5944,0.06
NC,WATAUGA,33095,0.06
NC,WAYNE,54762,-0.16
NC,WILKES,36320,-0.6
NC,WILSON,40045,0
NC,YADKIN,20397,-0.62
NC,YANCEY,11283,-0.34
ND,ADAMS,1201,-0.62
ND,BARNES,5339,-0.35
ND,BENSON,2002,-0.18
ND,BILLINGS,647,-0.7
ND,BOTTINEAU,3447,-0.55
ND,BOWMAN,1618,-0.73
ND,BURKE,1056,-0.74
ND,BURLEIGH,52263,-0.43
ND,CASS,90851,-0.08
ND,CAVALIER,1987,-0.49
ND,DICKEY,2453,-0.52
ND,DIVIDE,1201,-0.55
ND,DUNN,2242,-0.69
ND,EDDY,1205,-0.45
ND,EMMONS,1930,-0.77
ND,FOSTER,1703,-0.58
ND,GOLDEN VALLEY,991,-0.73
ND,GRAND FORKS,31411,-0.18
ND,GRANT,1306,-0.67
ND,GRIGGS,1289,-0.51
ND,HETTINGER,1306,-0.69
ND,KIDDER,1398,-0.64
ND,LAMOURE,2123,-0.55
ND,LOGAN,1033,-0.76
ND,MCHENRY,2752,-0.63
ND,MCINTOSH,1390,-0.65
ND,MCKENZIE,5521,-0.69
ND,MCLEAN,5421,-0.58
ND,MERCER,4555,-0.69
ND,MORTON,17036,-0.53
ND,MOUNTRAIL,4073,-0.43
ND,NELSON,1761,-0.32
ND,OLIVER,1087,-0.69
ND,PEMBINA,3112,-0.53
ND,PIERCE,1970,-0.54
ND,RAMSEY,5239,-0.4
ND,RANSOM,2649,-0.28
ND,RENVILLE,1208,-0.67
ND,RICHLAND,8261,-0.38
ND,ROLETTE,4075,0.28
ND,SARGENT,2043,-0.32
ND,SHERIDAN,757,-0.72
ND,SIOUX,953,0.39
ND,SLOPE,389,-0.82
ND,STARK,15100,-0.65
ND,STEELE,1015,-0.25
ND,STUTSMAN,10134,-0.44
ND,TOWNER,1114,-0.46
ND,TRAILL,4115,-0.31
ND,WALSH,4496,-0.45
ND,WARD,28552,-0.47
ND,WELLS,2253,-0.63
ND,WILLIAMS,15122,-0.68
OH,ADAMS,12429,-0.66
OH,ALLEN,46576,-0.44
OH,ASHLAND,26730,-0.5
OH,ASHTABULA,43575,-0.28
OH,ATHENS,26014,0.11
OH,AUGLAIZE,25730,-0.64
OH,BELMONT,31049,-0.47
OH,BROWN,21512,-0.61
OH,BUTLER,184106,-0.26
OH,CARROLL,13853,-0.55
OH,CHAMPAIGN,20564,-0.51
OH,CLARK,63206,-0.29
OH,CLERMONT,114683,-0.36
OH,CLINTON,20870,-0.54
OH,COLUMBIANA,48246,-0.49
OH,COSHOCTON,16420,-0.52
OH,CRAWFORD,20336,-0.53
OH,CUYAHOGA,581515,0.31
OH,DARKE,27112,-0.65
OH,DEFIANCE,19260,-0.4
OH,DELAWARE,134383,-0.07
OH,ERIE,39937,-0.14
OH,FAIRFIELD,84457,-0.24
OH,FAYETTE,12615,-0.55
OH,FRANKLIN,604184,0.28
OH,FULTON,22564,-0.42
OH,GALLIA,13034,-0.59
OH,GEAUGA,55189,-0.24
OH,GREENE,90707,-0.2
OH,GUERNSEY,17626,-0.52
OH,HAMILTON,413213,0.15
OH,HANCOCK,38018,-0.38
OH,HARDIN,12908,-0.55
OH,HARRISON,7120,-0.55
OH,HENRY,14975,-0.47
OH,HIGHLAND,20005,-0.63
OH,HOCKING,13512,-0.44
OH,HOLMES,12386,-0.69
OH,HURON,27349,-0.44
OH,JACKSON,14332,-0.58
OH,JEFFERSON,31417,-0.44
OH,KNOX,32277,-0.45
OH,LAKE,129159,-0.14
OH,LAWRENCE,26836,-0.5
OH,LICKING,95581,-0.3
OH,LOGAN,23512,-0.56
OH,LORAIN,159807,-0.06
OH,LUCAS,192489,0.12
OH,MADISON,20762,-0.43
OH,MAHONING,113233,-0.09
OH,MARION,27470,-0.41
OH,MEDINA,107519,-0.25
OH,MEIGS,10422,-0.57
OH,MERCER,23826,-0.66
OH,MIAMI,59438,-0.45
OH,MONROE,6815,-0.6
OH,MONTGOMERY,256544,0.01
OH,MORGAN,6803,-0.53
OH,MORROW,18932,-0.56
OH,MUSKINGUM,39394,-0.44
OH,NOBLE,6184,-0.64
OH,OTTAWA,24042,-0.25
OH,PAULDING,9328,-0.56
OH,PERRY,17005,-0.55
OH,PICKAWAY,29413,-0.48
OH,PIKE,12242,-0.54
OH,PORTAGE,83619,-0.15
OH,PREBLE,21766,-0.59
OH,PUTNAM,19840,-0.68
OH,RICHLAND,58362,-0.42
OH,ROSS,33065,-0.39
OH,SANDUSKY,29827,-0.31
OH,SCIOTO,31225,-0.48
OH,SENECA,25404,-0.37
OH,SHELBY,25362,-0.65
OH,STARK,184193,-0.22
OH,SUMMIT,274455,0.07
OH,TRUMBULL,97096,-0.17
OH,TUSCARAWAS,43211,-0.43
OH,UNION,37567,-0.29
OH,VAN WERT,14806,-0.58
OH,VINTON,5766,-0.58
OH,WARREN,140759,-0.31
OH,WASHINGTON,31123,-0.44
OH,WAYNE,53150,-0.39
OH,WILLIAMS,18314,-0.48
OH,WOOD,67586,-0.1
OH,WYANDOT,11445,-0.51
OK,ADAIR,7256,-0.63
OK,ALFALFA,2160,-0.77
OK,ATOKA,5662,-0.72
OK,BEAVER,2124,-0.84
OK,BECKHAM,7678,-0.7
OK,BLAINE,3786,-0.63
OK,BRYAN,17812,-0.59
OK,CADDO,9496,-0.47
OK,CANADIAN,73074,-0.4
OK,CARTER,19488,-0.55
OK,CHEROKEE,17823,-0.33
OK,CHOCTAW,5639,-0.65
OK,CIMARRON,935,-0.85
OK,CLEVELAND,119294,-0.15
OK,COAL,2538,-0.71
OK,COMANCHE,34284,-0.23
OK,COTTON,2506,-0.67
OK,CRAIG,6056,-0.58
OK,CREEK,31312,-0.56
OK,CUSTER,10168,-0.53
OK,DELAWARE,18108,-0.6
OK,DEWEY,2215,-0.8
OK,ELLIS,1812,-0.77
OK,GARFIELD,21844,-0.54
OK,GARVIN,10991,-0.66
OK,GRADY,25283,-0.63
OK,GRANT,2125,-0.71
OK,GREER,1836,-0.66
OK,HARMON,882,-0.62
OK,HARPER,1451,-0.78
OK,HASKELL,4936,-0.7
OK,HUGHES,4659,-0.63
OK,JACKSON,8053,-0.58
OK,JEFFERSON,2375,-0.72
OK,JOHNSTON,4230,-0.66
OK,KAY,16913,-0.49
OK,KINGFISHER,6754,-0.71
OK,KIOWA,3278,-0.58
OK,LATIMER,4079,-0.66
OK,LE FLORE,18754,-0.65
OK,LINCOLN,15465,-0.63
OK,LOGAN,24149,-0.49
OK,LOVE,4260,-0.66
OK,MCCLAIN,21397,-0.61
OK,MCCURTAIN,11309,-0.69
OK,MCINTOSH,8439,-0.53
OK,MAJOR,3478,-0.79
OK,MARSHALL,6589,-0.63
OK,MAYES,17374,-0.57
OK,MURRAY,5885,-0.61
OK,MUSKOGEE,24357,-0.37
OK,NOBLE,4957,-0.57
OK,NOWATA,4561,-0.67
OK,OKFUSKEE,3988,-0.56
OK,OKLAHOMA,288923,-0.02
OK,OKMULGEE,14349,-0.43
OK,OSAGE,20628,-0.41
OK,OTTAWA,11178,-0.53
OK,PAWNEE,6880,-0.59
OK,PAYNE,29279,-0.25
OK,PITTSBURG,17572,-0.59
OK,PONTOTOC,15174,-0.47
OK,POTTAWATOMIE,28774,-0.47
OK,PUSHMATAHA,4702,-0.73
OK,ROGER MILLS,1733,-0.8
OK,ROGERS,46902,-0.55
OK,SEMINOLE,8044,-0.5
OK,SEQUOYAH,15583,-0.62
OK,STEPHENS,18620,-0.64
OK,TEXAS,5206,-0.68
OK,TILLMAN,2533,-0.59
OK,TULSA,256939,-0.15
OK,WAGONER,38501,-0.5
OK,WASHINGTON,23174,-0.48
OK,WASHITA,4652,-0.75
OK,WOODS,3638,-0.64
OK,WOODWARD,7312,-0.72
OR,BAKER,9694,-0.49
OR,BENTON,50232,0.39
OR,CLACKAMAS,246240,0.1
OR,CLATSOP,23290,0.11
OR,COLUMBIA,31334,-0.14
OR,COOS,35735,-0.2
OR,CROOK,16297,-0.5
OR,CURRY,14200,-0.16
OR,DESCHUTES,127375,0.1
OR,DOUGLAS,61807,-0.37
OR,GILLIAM,1134,-0.45
OR,GRANT,4456,-0.6
OR,HARNEY,4255,-0.59
OR,HOOD RIVER,12707,0.36
OR,JACKSON,119572,-0.06
OR,JEFFERSON,11750,-0.3
OR,JOSEPHINE,49628,-0.29
OR,KLAMATH,35515,-0.42
OR,LAKE,4213,-0.65
OR,LANE,211285,0.23
OR,LINCOLN,29804,0.18
OR,LINN,71429,-0.24
OR,MALHEUR,10945,-0.44
OR,MARION,156691,-0.02
OR,MORROW,4732,-0.48
OR,MULTNOMAH,414250,0.62
OR,POLK,47593,-0.04
OR,SHERMAN,1163,-0.56
OR,TILLAMOOK,16252,-0.01
OR,UMATILLA,31225,-0.38
OR,UNION,14574,-0.4
OR,WALLOWA,5108,-0.35
OR,WASCO,13391,-0.06
OR,WASHINGTON,297949,0.34
OR,WHEELER,868,-0.47
OR,YAMHILL,57800,-0.06
PA,ADAMS,60871,-0.34
PA,ALLEGHENY,723799,0.2
PA,ARMSTRONG,37209,-0.53
PA,BEAVER,95194,-0.21
PA,BEDFORD,28218,-0.68
PA,BERKS,210426,-0.12
PA,BLAIR,65140,-0.43
PA,BRADFORD,31274,-0.48
PA,BUCKS,402349,-0
PA,BUTLER,121878,-0.32
PA,CAMBRIA,71345,-0.4
PA,CAMERON,2227,-0.5
PA,CARBON,35436,-0.35
PA,CENTRE,81153,0.03
PA,CHESTER,326429,0.14
PA,CLARION,19783,-0.53
PA,CLEARFIELD,40515,-0.51
PA,CLINTON,18567,-0.41
PA,COLUMBIA,32709,-0.31
PA,CRAWFORD,42999,-0.39
PA,CUMBERLAND,149068,-0.09
PA,DAUPHIN,150081,0.06
PA,DELAWARE,329215,0.24
PA,ELK,17213,-0.47
PA,ERIE,137979,-0.01
PA,FAYETTE,63543,-0.38
PA,FOREST,2660,-0.44
PA,FRANKLIN,84163,-0.43
PA,FULTON,8182,-0.73
PA,GREENE,17236,-0.45
PA,HUNTINGDON,23206,-0.53
PA,INDIANA,42337,-0.39
PA,JEFFERSON,23183,-0.58
PA,JUNIATA,12139,-0.61
PA,LACKAWANNA,116925,0.03
PA,LANCASTER,290672,-0.16
PA,LAWRENCE,47255,-0.34
PA,LEBANON,73986,-0.32
PA,LEHIGH,190368,0.03
PA,LUZERNE,156432,-0.19
PA,LYCOMING,59846,-0.41
PA,MCKEAN,19750,-0.47
PA,MERCER,58591,-0.3
PA,MIFFLIN,22120,-0.56
PA,MONROE,85752,-0.01
PA,MONTGOMERY,523138,0.23
PA,MONTOUR,9947,-0.21
PA,NORTHAMPTON,178695,-0.02
PA,NORTHUMBERLAND,43635,-0.4
PA,PERRY,25819,-0.49
PA,PHILADELPHIA,723610,0.59
PA,PIKE,35031,-0.24
PA,POTTER,9118,-0.62
PA,SCHUYLKILL,73361,-0.42
PA,SNYDER,20081,-0.47
PA,SOMERSET,40987,-0.57
PA,SULLIVAN,3730,-0.47
PA,SUSQUEHANNA,22471,-0.45
PA,TIOGA,21646,-0.52
PA,UNION,21257,-0.23
PA,VENANGO,26809,-0.42
PA,WARREN,20792,-0.39
PA,WASHINGTON,121956,-0.26
PA,WAYNE,29516,-0.37
PA,WESTMORELAND,212098,-0.28
PA,WYOMING,15095,-0.37
PA,YORK,250136,-0.25
RI,BRISTOL,28335,0.26
RI,KENT,93148,0.02
RI,NEWPORT,44618,0.25
RI,PROVIDENCE,269679,0.14
RI,WASHINGTON,76036,0.15
SC,ABBEVILLE,12048,-0.42
SC,AIKEN,86091,-0.26
SC,ALLENDALE,3023,0.45
SC,ANDERSON,98296,-0.47
SC,BAMBERG,5694,0.15
SC,BARNWELL,9803,-0.16
SC,BEAUFORT,104403,-0.14
SC,BERKELEY,112834,-0.16
SC,CALHOUN,7914,-0.14
SC,CHARLESTON,214521,0.06
SC,CHEROKEE,24839,-0.51
SC,CHESTER,15556,-0.17
SC,CHESTERFIELD,18391,-0.28
SC,CLARENDON,16320,-0.12
SC,COLLETON,18276,-0.18
SC,DARLINGTON,30331,-0.13
SC,DILLON,11861,-0.11
SC,DORCHESTER,77764,-0.15
SC,EDGEFIELD,13919,-0.32
SC,FAIRFIELD,11215,0.13
SC,FLORENCE,61140,-0.08
SC,GEORGETOWN,37754,-0.19
SC,GREENVILLE,263316,-0.22
SC,GREENWOOD,30888,-0.29
SC,HAMPTON,8233,0.06
SC,HORRY,205954,-0.38
SC,JASPER,18227,-0.1
SC,KERSHAW,33533,-0.28
SC,LANCASTER,54427,-0.25
SC,LAURENS,30213,-0.41
SC,LEE,8076,0.18
SC,LEXINGTON,146903,-0.34
SC,MCCORMICK,6153,-0.17
SC,MARION,13388,0.11
SC,MARLBORO,10152,0.02
SC,NEWBERRY,18129,-0.34
SC,OCONEE,42264,-0.52
SC,ORANGEBURG,36970,0.25
SC,PICKENS,60451,-0.53
SC,RICHLAND,182411,0.35
SC,SALUDA,9014,-0.44
SC,SPARTANBURG,155597,-0.34
SC,SUMTER,45170,0.05
SC,UNION,12289,-0.33
SC,WILLIAMSBURG,14330,0.22
SC,YORK,150059,-0.19
SD,AURORA,1393,-0.54
SD,BEADLE,7010,-0.4
SD,BENNETT,1088,-0.26
SD,BON HOMME,2992,-0.51
SD,BROOKINGS,14939,-0.17
SD,BROWN,17043,-0.27
SD,BRULE,2423,-0.42
SD,BUFFALO,466,0.27
SD,BUTTE,5082,-0.61
SD,CAMPBELL,836,-0.7
SD,CHARLES MIX,3615,-0.43
SD,CLARK,1842,-0.53
SD,CLAY,5657,0.07
SD,CODINGTON,13510,-0.41
SD,CORSON,1143,-0.12
SD,CUSTER,6001,-0.46
SD,DAVISON,9177,-0.38
SD,DAY,2932,-0.3
SD,DEUEL,2298,-0.52
SD,DEWEY,1871,0.13
SD,DOUGLAS,1658,-0.72
SD,EDMUNDS,2031,-0.61
SD,FALL RIVER,4274,-0.49
SD,FAULK,1130,-0.65
SD,GRANT,3630,-0.45
SD,GREGORY,2267,-0.6
SD,HAAKON,1125,-0.8
SD,HAMLIN,3226,-0.6
SD,HAND,1764,-0.57
SD,HANSON,2046,-0.59
SD,HARDING,820,-0.86
SD,HUGHES,8435,-0.3
SD,HUTCHINSON,3736,-0.58
SD,HYDE,695,-0.55
SD,JACKSON,1129,-0.35
SD,JERAULD,999,-0.43
SD,JONES,550,-0.76
SD,KINGSBURY,2801,-0.44
SD,LAKE,5906,-0.31
SD,LAWRENCE,15409,-0.31
SD,LINCOLN,36393,-0.26
SD,LYMAN,1447,-0.39
SD,MCCOOK,3031,-0.49
SD,MCPHERSON,1299,-0.69
SD,MARSHALL,2109,-0.24
SD,MEADE,14672,-0.51
SD,MELLETTE,740,-0.2
SD,MINER,1167,-0.47
SD,MINNEHAHA,93986,-0.13
SD,MOODY,3189,-0.32
SD,PENNINGTON,56580,-0.27
SD,PERKINS,1591,-0.7
SD,POTTER,1298,-0.65
SD,ROBERTS,4149,-0.23
SD,SANBORN,1212,-0.55
SD,OGLALA LAKOTA,3062,0.71
SD,SPINK,3139,-0.39
SD,STANLEY,1735,-0.47
SD,SULLY,901,-0.61
SD,TODD,2126,0.5
SD,TRIPP,2654,-0.63
SD,TURNER,4538,-0.51
SD,UNION,8876,-0.41
SD,WALWORTH,2466,-0.59
SD,YANKTON,10832,-0.26
SD,ZIEBACH,781,-0.03
TN,ANDERSON,36548,-0.36
TN,BEDFORD,20090,-0.58
TN,BENTON,7260,-0.63
TN,BLEDSOE,6191,-0.7
TN,BLOUNT,69224,-0.48
TN,BRADLEY,49473,-0.59
TN,CAMPBELL,15528,-0.7
TN,CANNON,6881,-0.66
TN,CARROLL,11882,-0.61
TN,CARTER,24852,-0.63
TN,CHEATHAM,20741,-0.46
TN,CHESTER,7577,-0.65
TN,CLAIBORNE,13534,-0.7
TN,CLAY,3763,-0.67
TN,COCKE,15663,-0.68
TN,COFFEE,25026,-0.55
TN,CROCKETT,5930,-0.59
TN,CUMBERLAND,34730,-0.59
TN,DAVIDSON,292189,0.27
TN,DECATUR,5466,-0.69
TN,DEKALB,9416,-0.63
TN,DICKSON,25204,-0.52
TN,DYER,14409,-0.62
TN,FAYETTE,23751,-0.42
TN,FENTRESS,9771,-0.76
TN,FRANKLIN,19769,-0.53
TN,GIBSON,21710,-0.52
TN,GILES,13487,-0.55
TN,GRAINGER,11130,-0.74
TN,GREENE,31095,-0.66
TN,GRUNDY,6328,-0.69
TN,HAMBLEN,25501,-0.59
TN,HAMILTON,174438,-0.13
TN,HANCOCK,2908,-0.77
TN,HARDEMAN,9399,-0.24
TN,HARDIN,12094,-0.71
TN,HAWKINS,26321,-0.69
TN,HAYWOOD,6652,0
